date_vente,isbn,quantite,prix_unitaire_eur,email_client,canal
2026-06-04,9789684196780,3,33.2,lea.morel1@example.org,marketplace
2025-09-14,9781432899011,1,20.31,arthur.fournier9@example.org,site
2025-11-20,9780393091809,1,39.71,louis.morel50@example.org,STORE
2026-02-03,9786053751120,1,19.15,ines.dubois84@example.org,boutique
2026-04-08,9781539170389,1,21.94,hugo.michel11@example.org,Magasin
2026-06-21,9798986868035,2,29.39,hugo.simon1@example.org,boutique
2025-07-09,9798716103634,1,38.4,nathan.martin45@example.org,MP
2025-09-10,9788381352079,1,34.07,gabriel.moreau27@example.org,web
2025-09-09,9798596021639,3,29.42,jade.bertrand4@example.org,Magasin
2026-06-25,9780970373908,1,7.11,louis.martin19@example.org,STORE
2025-11-03,9788499300023,1,33.92,gabriel.dubois98@example.org,boutique
2025-09-10,9780061895968,1,38.09,arthur.michel93@example.org,STORE
2026-05-27,9781497303881,1,8.44,jules.david5@example.org,boutique
2025-07-06,9789020632729,2,28.57,zoe.leroy92@example.org,STORE
2026-03-14,9788477111252,2,19.5,louis.laurent12@example.org,place de marché
2025-09-03,9781476870748,1,26.41,hugo.michel24@example.org,magasin
2026-02-25,9780763603519,1,27.22,jade.dubois7@example.org,en ligne
2025-10-08,9780571226856,1,7.25,ines.martin31@example.org,en ligne
2025-08-24,9780849202476,1,4.89,theo.moreau71@example.org,boutique
2025-07-17,9788324592838,1,39.07,jules.roux62@example.org,site
2025-08-17,9791000000689,1,39.21,theo.michel65@example.org,boutique
2026-01-17,9789333394918,1,9.08,nathan.simon53@example.org,magasin
2025-09-15,9784871877664,1,18.03,jules.laurent21@example.org,boutique
2025-08-10,9791000000079,1,38.23,hugo.moreau88@example.org,web
2025-09-21,9791000000889,1,39.63,ines.lefebvre17@example.org,en ligne
2026-05-16,9781982127794,3,5.92,jade.moreau27@example.org,magasin
2026-04-17,9781177541923,0,7.95,camille.dubois99@example.org,MP
2025-08-14,9780425104347,1,15.61,theo.dubois9@example.org,STORE
2025-12-28,9780263130249,1,29.66,zoe.laurent61@example.org,STORE
2026-02-12,978006095685X,3,37.77,arthur.martin47@example.org,en ligne
2026-05-14,9791000000419,1,20.11,ines.simon11@example.org,Magasin
2025-11-12,9781417727582,2,28.66,jules.bertrand32@example.org,magasin
2025-08-23,9780996487191,1,24.68,lea.moreau50@example.org,Magasin
2025-12-26,9780805243550,1,23.44,zoe.bernard11@example.org,web
2026-01-20,9780061002878,1,18.71,lea.simon44@example.org,online
2026-03-01,9780575073241,1,5.86,emma.lefebvre19@example.org,boutique
2025-07-17,9781848721791,2,6.71,lucas.morel56@example.org,Magasin
2025-10-17,9781593976064,1,31.36,gabriel.laurent33@example.org,boutique
2025-08-05,9780793546534,1,15.06,zoe.fournier54@example.org,boutique
2025-11-10,9780671491758,2,7.77,gabriel.simon97@example.org,en ligne
2025-12-26,9791000000669,1,21.33,louis.bertrand56@example.org,STORE
2026-04-19,9781726017640,2,24.36,chloe.bernard93@example.org,place de marché
2025-09-13,9789721041028,1,33.65,ines.martin20@example.org,Magasin
2026-03-13,9788501117687,1,32.54,gabriel.laurent67@example.org,place de marché
2026-02-16,9791000000679,2,8.95,zoe.david75@example.org,magasin
2025-10-05,9780155826083,1,31.91,jade.moreau45@example.org,boutique
2026-06-13,9780007299805,3,17.61,lucas.martin39@example.org,MP
2025-09-02,9780786936137,1,39.87,gabriel.michel46@example.org,STORE
2026-02-04,9781442486126,3,16.39,louis.lefebvre55@example.org,en ligne
2026-05-01,9789132428876,1,18.01,gabriel.david37@example.org,magasin
2025-08-23,9780263130249,1,26.32,gabriel.bernard64@example.org,place de marché
2026-04-05,9780804168441,1,22.32,jules.david38@example.org,online
2026-02-18,9780439982566,1,11.42,arthur.bernard45@example.org,Magasin
2026-05-27,9798791612762,2,18.51,lucas.morel29@example.org,STORE
2026-06-03,9781781251485,1,36.45,gabriel.david31@example.org,magasin
2026-01-29,9780263053043,1,9.93,lucas.fournier67@example.org,place de marché
2025-12-19,9780263120974,3,39.65,hugo.leroy51@example.org,boutique
