date;code_isbn;nb;prix;mail;canal;commentaire
19-03-2026;9780393925340;1;8,25;camille.fournier41@example.org;marketplace;
17-10-2025;9780805243550;1;8,21;jules.lefebvre33@example.org;STORE;client fidèle
20-04-2026;9780099558781;1;8,3;lea.lefebvre16@example.org;Magasin;commande spéciale
06-07-2025;9780241968154;1;13,57;jade.leroy87@example.org;place de marché;RAS
29-03-2026;9789020632729;1;37,54;chloe.lefebvre38@example.org;en ligne;client fidèle
24-01-2026;9781481428149;3;20,16;hugo.michel49@example.org;magasin;commande spéciale
26-02-2026;9780345458889;1;4,74;nathan.leroy1@example.org;web;RAS
01-05-2026;9780805035650;1;9,95;emma.morel69@example.org;STORE;client fidèle
19-10-2025;9780063429147;1;17,42;jade.martin18@example.org;Magasin;commande spéciale
28-06-2026;9781474055437;1;20,12;emma.bertrand56@example.org;online;RAS
13-04-2026;9791000000599;1;28,09;nathan.michel26@example.org;Magasin;
05-08-2025;9780821778555;1;13,76;lea.moreau44@example.org;boutique;commande spéciale
15-11-2025;9789022591932;1;35,62;hugo.morel79@example.org;boutique;
16-05-2026;9780898451429;3;13,01;lucas.dubois95@example.org;Magasin;client fidèle
31-05-2026;9782265077249;0;11,16;zoe.moreau38@example.org;magasin;RAS
08-11-2025;9785553671754;2;21,8;theo.lefebvre43@example.org;STORE;client fidèle
12-10-2025;9798515079307;2;20,41;zoe.martin36@example.org;site;
30-01-2026;9780881039108;1;25,85;lucas.fournier50@example.org;STORE;RAS
16-02-2026;9780061451652;1;7,83;jules.david26@example.org;STORE;client fidèle
26-02-2026;9781591847816;3;18,71;nathan.martin67@example.org;magasin;commande spéciale
26-08-2025;9781957568225;1;38,71;ines.michel80@example.org;STORE;client fidèle
17-07-2025;9781441739001;2;36,78;nathan.david65@example.org;online;RAS
04-08-2025;9783442457472;2;38,23;nathan.michel41@example.org;online;client fidèle
27-01-2026;9780321623539;1;6,98;jules.laurent69@example.org;STORE;commande spéciale
11-04-2026;9791000000419;2;20,4;nathan.dubois50@example.org;STORE;client fidèle
21-06-2026;9780590411011;1;6,86;emma.fournier99@example.org;site;commande spéciale
09-03-2026;9782226479822;1;27,2;lucas.david22@example.org;STORE;RAS
10-06-2026;9798987380420;1;35,62;camille.david68@example.org;STORE;client fidèle
22-06-2026;9781723208614;1;24,33;ines.simon25@example.org;Magasin;client fidèle
01-08-2025;9781565843790;2;12,09;gabriel.moreau16@example.org;en ligne;
23-01-2026;9791000000969;1;21,95;nathan.michel97@example.org;STORE;
29-06-2026;9791000000469;2;14,09;theo.martin1@example.org;magasin;commande spéciale
17-11-2025;9780806246178;2;17,58;jules.dubois31@example.org;site;
02-02-2026;9780263096378;3;5,93;arthur.dubois75@example.org;Magasin;client fidèle
21-09-2025;9798737952464;2;22,32;ines.bertrand40@example.org;boutique;commande spéciale
14-10-2025;9781476870748;1;39,72;arthur.roux95@example.org;boutique;
08-01-2026;9780575073241;2;27,23;arthur.bertrand25@example.org;online;commande spéciale
12-12-2025;9788501110008;1;37,76;zoe.fournier72@example.org;boutique;
05-03-2026;9791000000339;1;6,62;ines.moreau76@example.org;place de marché;client fidèle
29-12-2025;9786073814423;2;6,45;gabriel.bertrand64@example.org;online;
13-12-2025;9781432645960;2;4,57;nathan.lefebvre38@example.org;boutique;commande spéciale
09-11-2025;9780446511070;3;10,09;jade.morel8@example.org;site;commande spéciale
11-10-2025;9791000000239;1;28,65;arthur.lefebvre46@example.org;boutique;RAS
01-07-2025;9788447368990;1;10,01;zoe.roux91@example.org;Magasin;
06-02-2026;9782207256343;2;16,03;gabriel.fournier98@example.org;STORE;RAS
22-06-2026;9780881039108;1;30,01;camille.bertrand38@example.org;boutique;commande spéciale
19-05-2026;9780028729206;1;29,96;zoe.michel18@example.org;boutique;commande spéciale
10-02-2026;9780380821099;1;16,81;hugo.bernard51@example.org;web;RAS
11-12-2025;9780345337757;1;19,4;arthur.dubois43@example.org;Magasin;commande spéciale
22-11-2025;9781732172234;2;39,5;louis.david6@example.org;boutique;client fidèle
11-07-2025;9798627347820;1;8,31;lucas.martin85@example.org;boutique;RAS
03-08-2025;9780655672241;1;29,34;arthur.moreau12@example.org;boutique;RAS
10-06-2026;9788417992491;2;29,71;jade.lefebvre56@example.org;Magasin;RAS
24-11-2025;9780840356451;1;12,79;louis.laurent21@example.org;place de marché;commande spéciale
28-08-2025;9781572707313;2;39,12;manon.moreau43@example.org;marketplace;commande spéciale
14-03-2026;9780769206684;1;7,09;camille.simon71@example.org;site;RAS
23-03-2026;9780613642880;3;20,54;louis.bernard29@example.org;Magasin;RAS
13-02-2026;9780263758993;1;37,61;jade.laurent46@example.org;en ligne;RAS
07-09-2025;9780373511648;1;8,72;zoe.martin95@example.org;en ligne;
12-03-2026;9780754000471;1;38,38;lucas.martin72@example.org;online;client fidèle
14-11-2025;9798990047709;1;31,84;ines.david76@example.org;Magasin;commande spéciale
10-12-2025;9781015420908;1;9,83;jade.moreau41@example.org;online;client fidèle
13-01-2026;9786073814423;1;28,06;lea.simon12@example.org;Magasin;RAS
27-04-2026;9781434267276;2;29,1;lucas.bernard75@example.org;web;commande spéciale
24-03-2026;9780802142641;1;12,21;louis.lefebvre26@example.org;STORE;client fidèle
06-11-2025;9783453161818;2;23,26;camille.david9@example.org;online;
20-09-2025;9780263096347;1;14,02;lea.michel36@example.org;Magasin;client fidèle
15-09-2025;9791000000639;1;36,92;ines.moreau20@example.org;boutique;client fidèle
11-06-2026;9780451628800;1;35,61;zoe.martin95@example.org;magasin;RAS
02-07-2025;9789020554113;1;28,96;louis.roux93@example.org;MP;commande spéciale
12-04-2026;9780671868376;1;31,91;manon.moreau58@example.org;STORE;commande spéciale
28-05-2026;9789000338658;2;35,71;emma.michel66@example.org;magasin;commande spéciale
04-05-2026;9781535540124;1;5,0;camille.simon66@example.org;magasin;commande spéciale
01-06-2026;9791000000329;0;5,98;nathan.laurent3@example.org;boutique;commande spéciale
30-06-2026;9780007120970;1;39,69;nathan.bertrand93@example.org;magasin;commande spéciale
29-06-2026;9780061739590;1;27,21;gabriel.morel76@example.org;magasin;commande spéciale
24-08-2025;9781377100975;1;6,92;gabriel.bertrand54@example.org;en ligne;RAS
09-09-2025;9791000000859;1;10,19;theo.michel58@example.org;Magasin;
12-09-2025;9788440672599;1;29,48;lucas.roux68@example.org;web;commande spéciale
20-09-2025;9781548261887;1;33,13;manon.roux89@example.org;STORE;client fidèle
27-09-2025;9781726017640;1;24,99;camille.moreau29@example.org;magasin;
10-11-2025;9780785744580;1;19,27;lucas.lefebvre92@example.org;site;RAS
17-01-2026;9781976709135;1;34,97;nathan.moreau3@example.org;en ligne;client fidèle
16-05-2026;9781442472426;2;15,23;jade.laurent84@example.org;marketplace;commande spéciale
28-12-2025;9781512157055;1;9,6;ines.moreau17@example.org;boutique;RAS
12-07-2025;9781440758089;0;39,66;arthur.michel33@example.org;site;commande spéciale
28-01-2026;9780313207693;2;28,2;lucas.fournier47@example.org;MP;
05-04-2026;9781538739723;1;30,9;ines.fournier65@example.org;boutique;RAS
07-12-2025;9791000000069;3;22,84;lucas.laurent82@example.org;STORE;client fidèle
11-06-2026;9780553418286;1;23,28;nathan.roux23@example.org;site;
13-01-2026;9780062073747;1;11,44;lucas.david77@example.org;Magasin;commande spéciale
20-02-2026;9780809533756;1;9,42;gabriel.leroy31@example.org;site;
26-02-2026;9798475273906;1;13,5;chloe.roux95@example.org;en ligne;commande spéciale
22-05-2026;9788418052637;2;33,57;jules.dubois18@example.org;place de marché;RAS
18-02-2026;9781539170389;1;38,95;gabriel.dubois73@example.org;STORE;commande spéciale
10-07-2025;9780263784701;2;27,88;theo.laurent59@example.org;boutique;RAS
07-06-2026;9782207256343;1;39,69;theo.bertrand32@example.org;site;
20-10-2025;9783442353927;3;30,55;nathan.fournier68@example.org;Magasin;commande spéciale
04-02-2026;9791000000919;1;24,79;jules.michel55@example.org;online;commande spéciale
09-11-2025;9788418052637;1;26,97;jules.bertrand13@example.org;marketplace;
01-08-2025;9798688109153;1;12,66;manon.moreau95@example.org;online;RAS
27-09-2025;9780141378480;1;7,51;zoe.lefebvre92@example.org;online;RAS
25-12-2025;9780613135818;1;35,17;theo.dubois18@example.org;en ligne;commande spéciale
24-10-2025;9791000000659;1;9,24;emma.simon98@example.org;Magasin;
01-10-2025;9789710843480;1;17,32;ines.martin22@example.org;magasin;RAS
24-03-2026;9781417661589;2;11,11;nathan.laurent68@example.org;en ligne;client fidèle
18-07-2025;9780553350630;2;11,21;hugo.roux51@example.org;Magasin;RAS
16-03-2026;9780330471138;1;33,22;camille.morel96@example.org;STORE;commande spéciale
18-06-2026;9780007815586;1;25,31;hugo.simon85@example.org;STORE;RAS
01-03-2026;9780373110926;2;24,9;hugo.david76@example.org;boutique;
01-11-2025;9798893311020;1;6,43;ines.laurent53@example.org;magasin;client fidèle
30-06-2026;9783453089228;2;21,29;theo.michel96@example.org;online;client fidèle
26-03-2026;9781718104273;2;22,9;gabriel.moreau92@example.org;online;commande spéciale
10-08-2025;9780330471138;1;24,83;theo.morel82@example.org;en ligne;RAS
26-04-2026;9781725530911;2;6,79;ines.bertrand57@example.org;marketplace;commande spéciale
20-05-2026;9781679521836;3;6,33;manon.lefebvre28@example.org;Magasin;
02-02-2026;9780449908587;1;11,46;jade.fournier46@example.org;STORE;client fidèle
15-04-2026;9791000000689;1;21,97;zoe.roux11@example.org;online;
20-05-2026;9788381351881;2;32,62;camille.martin71@example.org;magasin;commande spéciale
16-07-2025;9788371501531;2;10,8;gabriel.david54@example.org;magasin;RAS
11-12-2025;9780385094436;1;15,95;ines.bernard33@example.org;magasin;RAS
20-01-2026;9781841492391;1;29,18;camille.david66@example.org;magasin;commande spéciale
13-11-2025;9781529152975;3;22,73;arthur.dubois35@example.org;boutique;commande spéciale
05-03-2026;9780241269657;1;27,2;jade.michel45@example.org;web;
22-03-2026;9788492966660;2;38,12;lucas.bernard59@example.org;site;RAS
18-09-2025;9781476870748;1;10,87;chloe.fournier33@example.org;boutique;client fidèle
29-10-2025;9783502551638;1;19,79;lucas.david58@example.org;online;client fidèle
17-10-2025;9780802142641;3;32,36;emma.michel99@example.org;STORE;
04-03-2026;9788173043727;1;28,06;camille.laurent91@example.org;Magasin;commande spéciale
09-11-2025;9780575038479;1;21,4;louis.fournier66@example.org;magasin;client fidèle
28-01-2026;9780385094436;3;39,59;jules.lefebvre34@example.org;MP;client fidèle
28-06-2026;9786073108409;1;22,11;manon.lefebvre20@example.org;magasin;client fidèle
26-09-2025;9798990047709;2;17,54;gabriel.leroy85@example.org;boutique;client fidèle
26-07-2025;9781119997559;1;31,3;jade.fournier74@example.org;en ligne;RAS
02-01-2026;9780449235997;1;30,26;jade.lefebvre27@example.org;en ligne;
28-02-2026;9791000000949;1;7,81;jules.david64@example.org;web;
23-10-2025;9780340874592;1;33,23;jade.laurent93@example.org;Magasin;RAS
06-08-2025;9781495096105;1;7,62;chloe.david52@example.org;web;RAS
20-04-2026;9780396080176;1;38,56;zoe.simon51@example.org;STORE;client fidèle
24-04-2026;9781593976064;2;25,14;lea.david78@example.org;STORE;commande spéciale
22-01-2026;9781478312932;0;6,68;jade.moreau50@example.org;boutique;client fidèle
30-08-2025;9788074770814;0;17,2;lea.michel34@example.org;site;client fidèle
22-02-2026;9780466208349;2;38,49;jules.fournier39@example.org;magasin;commande spéciale
31-05-2026;9780263095760;2;36,08;chloe.fournier89@example.org;Magasin;commande spéciale
09-06-2026;9781529152975;1;19,21;louis.lefebvre81@example.org;web;client fidèle
01-05-2026;9780195365931;1;23,76;zoe.lefebvre61@example.org;site;RAS
30-11-2025;9781727208351;1;29,78;jules.lefebvre12@example.org;boutique;RAS
06-05-2026;9781732172234;1;25,79;nathan.simon38@example.org;web;RAS
02-03-2026;9783499174766;1;9,01;hugo.moreau90@example.org;marketplace;commande spéciale
04-09-2025;9798627347820;1;11,4;manon.michel3@example.org;boutique;commande spéciale
08-02-2026;9782226479822;1;23,47;lea.simon64@example.org;Magasin;client fidèle
08-09-2025;9781449486792;1;6,89;manon.dubois90@example.org;STORE;RAS
29-04-2026;9781594634956;2;31,15;arthur.michel86@example.org;STORE;commande spéciale
04-05-2026;9789022591932;1;29,02;lucas.dubois89@example.org;STORE;client fidèle
08-06-2026;9781439116050;2;36,3;chloe.martin86@example.org;boutique;
07-04-2026;9781377100975;2;10,78;hugo.morel31@example.org;en ligne;
05-04-2026;9781539145943;1;26,18;nathan.simon93@example.org;marketplace;commande spéciale
03-05-2026;9780131272866;1;21,65;louis.michel68@example.org;STORE;client fidèle
13-03-2026;9781421809083;1;28,43;ines.martin59@example.org;web;
03-11-2025;9781101192740;2;37,18;nathan.leroy46@example.org;site;client fidèle
26-07-2025;9791000000599;1;15,69;theo.fournier45@example.org;magasin;commande spéciale
21-12-2025;9798874620929;1;4,92;camille.bernard1@example.org;online;
09-03-2026;9780786230358;3;13,48;gabriel.bernard76@example.org;boutique;RAS
07-04-2026;9791000000799;1;11,36;jade.morel82@example.org;STORE;client fidèle
17-12-2025;9780263771213;3;12,78;zoe.lefebvre36@example.org;Magasin;
10-10-2025;9791000000779;1;36,15;emma.dubois89@example.org;MP;client fidèle
26-09-2025;9788422686569;1;37,24;lucas.martin24@example.org;marketplace;RAS
14-10-2025;9780385233132;2;22,16;theo.simon7@example.org;STORE;client fidèle
29-08-2025;9780708883587;1;15,81;camille.laurent61@example.org;marketplace;commande spéciale
14-07-2025;9786055943370;1;36,68;gabriel.dubois77@example.org;site;commande spéciale
27-04-2026;9781689366922;1;39,07;gabriel.michel3@example.org;STORE;RAS
07-05-2026;9780061003776;1;31,1;arthur.bertrand30@example.org;Magasin;
13-10-2025;9781974052264;1;23,22;lucas.leroy58@example.org;STORE;RAS
01-05-2026;9780316479264;1;36,47;lucas.lefebvre15@example.org;boutique;
20-05-2026;9781568955575;1;38,46;manon.morel93@example.org;Magasin;
08-02-2026;9780263771213;2;15,83;ines.lefebvre33@example.org;Magasin;
20-11-2025;9780140281118;1;10,09;emma.moreau65@example.org;STORE;
13-02-2026;9781536681949;1;33,34;lea.leroy97@example.org;Magasin;RAS
10-03-2026;9788417347970;2;23,54;hugo.dubois94@example.org;boutique;
21-07-2025;9780553418286;2;37,0;ines.roux2@example.org;en ligne;commande spéciale
28-08-2025;9788447368990;1;15,9;lucas.laurent5@example.org;STORE;commande spéciale
04-08-2025;9781976087097;1;15,22;louis.laurent53@example.org;web;RAS
26-02-2026;9781101192740;0;11,17;hugo.moreau8@example.org;online;RAS
12-10-2025;9780671746520;2;11,39;lucas.roux61@example.org;STORE;RAS
26-04-2026;9780356502410;1;24,69;louis.leroy24@example.org;place de marché;
01-05-2026;9781417601356;3;23,1;arthur.morel81@example.org;en ligne;RAS
16-03-2026;9780141038148;2;9,68;arthur.moreau60@example.org;online;RAS
28-04-2026;9791000000569;1;12,27;hugo.fournier56@example.org;Magasin;client fidèle
18-04-2026;9798438389804;1;39,75;ines.simon2@example.org;magasin;client fidèle
27-11-2025;9780765316974;0;27,93;zoe.bertrand18@example.org;online;commande spéciale
09-05-2026;9791000000179;3;39,53;camille.david11@example.org;magasin;RAS
