date_vente,isbn,quantite,prix_unitaire,email_client,canal
28 mai 2026,9788422631880,1,31.08,arthur.moreau9@example.org,magasin
1 septembre 2025,9781723208614,1,16.65,lucas.dubois12@example.org,magasin
24 mai 2026,9780807275122,3,15.76,louis.laurent1@example.org,site
12 juin 2026,9781449486792,1,34.26,zoe.roux8@example.org,Magasin
14 juillet 2025,9788447333165,2,13.03,lucas.simon65@example.org,web
12 décembre 2025,9780345458889,1,20.37,zoe.roux73@example.org,Magasin
26 décembre 2025,9781250095275,1,10.24,jules.bertrand99@example.org,STORE
29 mars 2026,9781508279327,2,16.06,manon.roux64@example.org,STORE
20 juin 2026,9791000000129,3,23.0,gabriel.morel62@example.org,boutique
28 octobre 2025,9783423763349,2,8.29,camille.leroy52@example.org,online
1 mai 2026,9781250790514,1,8.31,hugo.david21@example.org,STORE
6 août 2025,9780823022748,2,24.42,emma.lefebvre44@example.org,boutique
24 août 2025,9780241950265,2,30.12,lucas.fournier79@example.org,Magasin
7 août 2025,9780810918849,2,34.49,lucas.lefebvre8@example.org,STORE
1 octobre 2025,9780606309912,1,13.2,lea.moreau88@example.org,magasin
7 décembre 2025,9783453161818,1,32.48,nathan.roux62@example.org,boutique
2 juin 2026,9780142423295,1,6.53,gabriel.lefebvre42@example.org,site
22 octobre 2025,9788381351881,2,31.83,manon.martin10@example.org,magasin
6 octobre 2025,9791000000069,1,13.29,arthur.martin80@example.org,Magasin
13 novembre 2025,9789812340931,2,25.42,zoe.lefebvre90@example.org,boutique
23 mai 2026,9780970373908,3,32.89,emma.lefebvre45@example.org,boutique
28 janvier 2026,9791000000509,1,6.03,jade.david78@example.org,Magasin
27 juillet 2025,9780575038479,1,20.85,lea.leroy28@example.org,boutique
11 juin 2026,9780765314673,2,18.0,lea.leroy2@example.org,Magasin
27 mars 2026,9791000000349,1,13.13,zoe.martin1@example.org,Magasin
11 juillet 2025,9780804168441,1,9.8,emma.dubois93@example.org,magasin
19 janvier 2026,9798897248889,2,35.44,jules.simon13@example.org,magasin
9 août 2025,9782702411933,3,23.83,lea.bertrand49@example.org,boutique
28 avril 2026,9780263096347,1,18.02,zoe.michel79@example.org,online
21 juillet 2025,9780441363957,0,14.47,theo.bernard11@example.org,online
30 septembre 2025,9780896216921,1,9.87,nathan.roux49@example.org,STORE
29 avril 2026,9791000000619,1,26.84,nathan.michel58@example.org,web
6 mars 2026,9780241950265,2,10.02,ines.laurent39@example.org,Magasin
19 juillet 2025,9791000000979,1,14.25,louis.bertrand11@example.org,boutique
12 novembre 2025,9780393966435,1,16.23,zoe.simon80@example.org,MP
26 septembre 2025,9788381352079,1,13.41,emma.michel28@example.org,boutique
30 septembre 2025,9780553350630,1,20.89,ines.laurent65@example.org,MP
2 septembre 2025,9780373104383,1,11.38,camille.dubois3@example.org,Magasin
14 octobre 2025,9780394299877,2,9.11,hugo.bernard68@example.org,Magasin
22 février 2026,9780356232928,1,35.81,louis.leroy96@example.org,Magasin
13 mars 2026,9791000000359,1,6.69,theo.roux56@example.org,boutique
23 avril 2026,9791000000389,1,18.36,zoe.morel56@example.org,boutique
17 juillet 2025,9781504765145,1,32.54,gabriel.david40@example.org,magasin
23 mai 2026,9780606309912,1,29.8,nathan.michel39@example.org,place de marché
9 novembre 2025,9781760892531,3,27.08,manon.bertrand39@example.org,Magasin
22 février 2026,9781679583353,3,13.18,zoe.bernard45@example.org,boutique
24 février 2026,9788422686569,2,12.0,louis.leroy60@example.org,boutique
27 septembre 2025,9780739371077,1,17.87,ines.laurent97@example.org,STORE
4 décembre 2025,9780061002878,1,32.78,gabriel.bertrand40@example.org,STORE
28 mai 2026,9780833566980,1,30.33,camille.dubois83@example.org,site
28 octobre 2025,9781732172234,1,31.29,theo.simon26@example.org,web
19 octobre 2025,9780825616495,0,15.32,ines.bertrand32@example.org,marketplace
30 janvier 2026,9780736614818,2,39.4,gabriel.fournier47@example.org,Magasin
3 décembre 2025,9781417733675,3,9.77,camille.morel29@example.org,site
28 octobre 2025,9780061002823,1,27.11,lea.morel79@example.org,magasin
10 juin 2026,9780449024959,1,4.78,theo.bernard15@example.org,marketplace
28 mars 2026,9780547524009,1,34.16,chloe.bernard46@example.org,boutique
21 septembre 2025,9780821775370,1,17.18,zoe.bertrand52@example.org,en ligne
2 août 2025,9780812992182,1,25.75,lucas.martin48@example.org,Magasin
7 mai 2026,9781958292068,2,9.35,lucas.bernard5@example.org,site
26 mai 2026,9781976016301,2,14.94,camille.martin18@example.org,Magasin
9 septembre 2025,9782221129289,1,17.78,jade.roux38@example.org,boutique
28 janvier 2026,9780811806404,1,4.8,louis.michel26@example.org,boutique
13 février 2026,9781399633871,2,29.1,nathan.bernard40@example.org,web
1 août 2025,9780881039108,1,34.93,arthur.bernard36@example.org,magasin
4 octobre 2025,9781444833386,2,14.83,hugo.martin49@example.org,STORE
27 août 2025,9780321793102,3,22.42,chloe.fournier94@example.org,site
1 décembre 2025,9780521205542,2,28.94,ines.laurent7@example.org,STORE
2 juin 2026,9781441739001,1,24.24,theo.lefebvre44@example.org,boutique
28 avril 2026,9780263118124,2,10.23,theo.simon78@example.org,online
11 avril 2026,9791000000679,1,10.82,theo.simon45@example.org,place de marché
30 mai 2026,9791000000629,1,8.82,camille.bernard39@example.org,Magasin
28 février 2026,9781433231933,1,32.83,lucas.moreau73@example.org,magasin
11 février 2026,9798791612762,1,17.96,emma.bertrand56@example.org,web
19 octobre 2025,9780140281118,1,32.86,camille.martin96@example.org,web
27 décembre 2025,9791000000669,1,16.35,louis.fournier82@example.org,en ligne
14 octobre 2025,9781963349023,2,21.76,chloe.bernard23@example.org,STORE
2 janvier 2026,9788447333165,2,21.83,jules.bernard29@example.org,magasin
29 août 2025,9781591846918,1,8.82,hugo.david27@example.org,en ligne
27 janvier 2026,9780263137958,2,33.96,louis.bernard44@example.org,magasin
23 avril 2026,9789500417563,1,24.08,arthur.bernard59@example.org,magasin
16 juin 2026,9791000000069,1,16.84,lea.martin45@example.org,STORE
28 septembre 2025,9780593160015,1,30.04,arthur.moreau79@example.org,Magasin
10 octobre 2025,9780590113076,2,34.79,gabriel.bernard99@example.org,web
3 mai 2026,9780070165694,1,23.95,arthur.leroy38@example.org,boutique
27 février 2026,9786053751120,1,15.63,jade.david57@example.org,web
29 avril 2026,9781306337564,2,31.0,lucas.martin50@example.org,Magasin
23 août 2025,9780688184742,3,9.05,ines.fournier95@example.org,online
16 avril 2026,9783442245666,1,7.29,theo.fournier74@example.org,boutique
12 août 2025,9789024512799,1,31.29,ines.laurent4@example.org,boutique
3 septembre 2025,9780313207693,1,18.42,camille.bertrand32@example.org,Magasin
27 octobre 2025,9781786540249,1,8.83,ines.fournier22@example.org,boutique
15 août 2025,9780451118103,2,18.62,chloe.bertrand8@example.org,Magasin
1 novembre 2025,9798855090437,1,38.3,lea.david86@example.org,en ligne
14 juin 2026,9780312472849,3,15.4,chloe.martin1@example.org,Magasin
20 décembre 2025,9798479401305,1,36.27,zoe.bertrand63@example.org,online
1 septembre 2025,9786073814423,2,36.31,lucas.fournier13@example.org,place de marché
22 janvier 2026,9798753137173,1,10.7,lucas.moreau32@example.org,Magasin
