Date;ISBN13;Qte;PU;Email;Canal
04/04/2026;9780553350630;1;37.09;emma.morel87@example.org;Magasin
21/12/2025;9788440672599;2;6.77;emma.simon77@example.org;site
26/04/2026;9783596035694;1;18.14;theo.bertrand33@example.org;web
06/03/2026;9781535540124;1;20.48;lea.morel24@example.org;marketplace
14/08/2025;9789508700568;1;20.71;jules.moreau90@example.org;STORE
10/04/2026;9781936719112;2;30.79;jules.david10@example.org;MP
06/03/2026;9780141378893;1;32.75;hugo.roux20@example.org;en ligne
14/05/2026;9780810997516;1;17.07;ines.bertrand98@example.org;magasin
27/09/2025;9780449200070;1;21.92;jade.bertrand33@example.org;boutique
18/02/2026;9781775415190;1;17.27;theo.dubois19@example.org;magasin
09/01/2026;9780141384641;1;33.21;jade.fournier25@example.org;boutique
01/07/2025;9781572707313;1;11.42;theo.laurent39@example.org;online
10/07/2025;9781780318578;1;22.86;ines.martin35@example.org;online
24/09/2025;9780062457806;2;26.23;jade.morel65@example.org;STORE
08/12/2025;9788448034580;2;20.37;manon.roux90@example.org;boutique
21/05/2026;9780062111234;1;38.05;ines.michel30@example.org;STORE
12/03/2026;9781441739001;1;10.54;lucas.roux20@example.org;magasin
21/01/2026;9780263782011;1;9.52;emma.martin84@example.org;STORE
19/09/2025;9785882156922;1;8.64;ines.fournier99@example.org;Magasin
16/09/2025;9788416906550;1;31.31;jade.moreau56@example.org;boutique
17/09/2025;9780823022748;1;33.76;theo.david98@example.org;boutique
10/01/2026;9781408999011;1;13.68;camille.david86@example.org;STORE
13/10/2025;9780316310420;1;27.68;jules.martin35@example.org;boutique
19/09/2025;9781448105618;2;7.46;emma.bernard23@example.org;site
29/11/2025;9780671827038;1;35.77;lucas.leroy20@example.org;Magasin
01/04/2026;9798438389804;0;15.05;camille.bernard98@example.org;magasin
12/11/2025;9789583004506;1;18.29;theo.morel18@example.org;magasin
15/01/2026;9780345461629;1;22.29;arthur.lefebvre82@example.org;Magasin
08/12/2025;9780393419610;1;30.58;jade.david52@example.org;STORE
21/01/2026;9780061895968;1;30.89;gabriel.bertrand17@example.org;marketplace
01/10/2025;9780263096347;1;29.81;gabriel.morel19@example.org;boutique
02/10/2025;9780898796827;1;6.76;theo.dubois79@example.org;STORE
27/08/2025;9780321793102;2;37.69;nathan.bernard61@example.org;Magasin
25/01/2026;9789993957720;1;39.08;manon.roux89@example.org;magasin
21/03/2026;978030747249X;1;30.53;camille.martin29@example.org;online
11/07/2025;9798669140557;1;10.45;camille.martin1@example.org;STORE
21/09/2025;9788835161189;1;23.76;chloe.fournier13@example.org;marketplace
24/07/2025;9780816150694;2;14.06;hugo.leroy91@example.org;magasin
10/04/2026;9780765314673;1;19.29;louis.david73@example.org;place de marché
16/02/2026;9780061944727;1;19.8;zoe.morel56@example.org;boutique
29/09/2025;9780373104383;1;35.99;jade.david27@example.org;web
25/01/2026;9791000000239;2;22.4;nathan.david70@example.org;online
18/02/2026;9786525917313;1;24.05;nathan.martin10@example.org;boutique
16/03/2026;9788498723533;1;36.36;emma.bernard87@example.org;boutique
04/10/2025;9780739370971;2;30.28;lea.leroy62@example.org;STORE
24/06/2026;9780241950265;1;36.21;arthur.michel13@example.org;site
19/05/2026;9788416029808;1;25.1;camille.david69@example.org;magasin
14/11/2025;9780321623539;2;26.49;zoe.roux57@example.org;online
15/03/2026;9781497303881;1;38.84;gabriel.roux69@example.org;boutique
01/12/2025;9781470825553;1;10.81;camille.bertrand94@example.org;boutique
09/01/2026;9789684196780;1;33.6;jade.morel22@example.org;en ligne
18/08/2025;9780061542954;1;11.73;louis.simon42@example.org;boutique
09/06/2026;9781101138052;1;4.82;zoe.bertrand39@example.org;web
08/05/2026;9780553539899;1;26.71;emma.morel80@example.org;Magasin
03/12/2025;9781591846918;2;24.82;jade.lefebvre3@example.org;magasin
01/05/2026;9780451168283;1;28.56;manon.leroy46@example.org;STORE
