sale_date,isbn,qty,unit_price,customer_email,channel
12/15/2025,9780061744303,1,6.99,zoe.moreau72@example.org,STORE
05/16/2026,9781408982884,1,9.43,lea.fournier30@example.org,site
04/11/2026,9788580445046,1,31.54,theo.david49@example.org,magasin
06/17/2026,9791000000749,2,29.59,jade.lefebvre17@example.org,web
10/20/2025,9789388144346,1,28.05,nathan.lefebvre87@example.org,online
11/03/2025,9780811806404,0,34.81,lucas.simon93@example.org,MP
09/09/2025,9780060291693,0,31.83,emma.dubois3@example.org,Magasin
08/11/2025,9781417661589,2,18.58,theo.bernard62@example.org,Magasin
05/19/2026,9781177541923,3,12.41,camille.dubois25@example.org,Magasin
08/29/2025,9780860099697,1,26.01,gabriel.leroy25@example.org,STORE
05/09/2026,9788416906550,1,34.51,gabriel.laurent2@example.org,marketplace
04/22/2026,9780380976003,1,24.73,hugo.david23@example.org,STORE
03/31/2026,9783464107676,2,26.98,jade.morel59@example.org,magasin
05/05/2026,9788324592838,1,13.71,ines.fournier22@example.org,boutique
05/11/2026,9781414340913,2,13.64,manon.morel32@example.org,Magasin
04/04/2026,9781101138052,1,35.37,nathan.bernard40@example.org,web
02/04/2026,9780307491572,1,29.55,camille.simon72@example.org,Magasin
12/18/2025,9780195365931,2,25.52,jules.morel82@example.org,Magasin
09/24/2025,9781653656752,1,21.45,jules.dubois46@example.org,site
07/09/2025,9781483928197,2,38.29,hugo.lefebvre22@example.org,site
01/20/2026,9780396080176,2,12.16,chloe.simon66@example.org,STORE
07/04/2025,9780449200070,1,16.7,arthur.lefebvre99@example.org,boutique
04/19/2026,9780049140172,1,17.21,arthur.fournier75@example.org,en ligne
08/04/2025,9798846711082,3,33.39,manon.bertrand58@example.org,en ligne
08/07/2025,9781448105618,1,12.17,jade.lefebvre2@example.org,web
02/03/2026,9780307815651,3,18.41,zoe.fournier56@example.org,site
01/03/2026,9791000000729,1,30.35,louis.moreau27@example.org,magasin
04/05/2026,9780263808568,1,38.35,jules.bertrand66@example.org,web
09/24/2025,9780811806404,1,27.07,emma.leroy60@example.org,boutique
09/26/2025,9798855090437,1,35.93,chloe.bernard22@example.org,place de marché
02/04/2026,9781594634956,2,14.79,lucas.dubois24@example.org,magasin
07/04/2025,9781448105618,1,34.41,theo.dubois70@example.org,Magasin
06/10/2026,9781428640382,1,29.86,arthur.roux90@example.org,Magasin
10/16/2025,9789578278035,1,6.84,ines.simon43@example.org,site
07/10/2025,9780061492570,3,35.83,jules.leroy15@example.org,en ligne
11/09/2025,9781534431010,1,19.7,louis.moreau89@example.org,site
01/31/2026,9780062457806,0,9.27,hugo.simon5@example.org,boutique
03/28/2026,9780736614016,1,36.52,manon.david19@example.org,en ligne
02/19/2026,9780593160015,2,24.83,gabriel.morel74@example.org,boutique
04/13/2026,9780241968154,2,8.46,gabriel.bertrand51@example.org,web
02/04/2026,9781568955575,1,24.26,theo.martin32@example.org,boutique
11/08/2025,9781850180005,1,13.45,camille.michel13@example.org,online
04/24/2026,9781591026907,1,28.78,theo.laurent95@example.org,STORE
08/21/2025,9780534359454,2,7.86,gabriel.laurent19@example.org,Magasin
09/26/2025,9780517202753,1,9.09,nathan.bernard46@example.org,site
07/10/2025,9780701219116,1,33.03,gabriel.bernard94@example.org,boutique
09/22/2025,9780521205542,1,10.16,hugo.bertrand21@example.org,boutique
04/09/2026,9791000000599,1,22.31,chloe.lefebvre83@example.org,online
10/29/2025,9781470825553,3,30.7,theo.lefebvre52@example.org,web
06/12/2026,9788492966660,1,6.15,nathan.bernard15@example.org,MP
12/14/2025,9781432899011,1,19.91,louis.lefebvre58@example.org,web
10/22/2025,9782021011968,0,14.28,camille.moreau3@example.org,STORE
12/31/2025,9781409181613,3,36.04,camille.bertrand98@example.org,place de marché
04/05/2026,9781444833386,1,35.97,theo.fournier17@example.org,boutique
